nom,SIREN,type,code_departement,code_region
CC du Quercy Caussadais,248200057,CC,82,76
CC du Quercy Rouergue et des Gorges de l'Aveyron,248200107,CC,"81,82",76
CC du Réolais en Sud Gironde,200044394,CC,33,75
CC du Réquistanais,241200542,CC,12,76
CC du Rhône aux Gorges de l'Ardèche,240700864,CC,07,84
CC du Ried de Marckolsheim,200030526,CC,"67,68",44
CC du Romorantinais et du Monestois,200018406,CC,41,24
CC du Rouillacais,241600303,CC,16,75
CC du Royans-Vercors,200067767,CC,26,84
CC du Sammiellois,245500327,CC,55,44
CC du Sartenais Valinco Taravo,242010130,CC,2A,94
CC du Saulnois,245701206,CC,57,44
CC du Saves,243200599,CC,32,76
CC du Secteur de Saint-Loubès,243301249,CC,33,75
CC du Seignanx,244000659,CC,40,75
CC du Serein,200039709,CC,89,27
CC du Sisteronais-Buëch,200068765,CC,"04,05,26","84,93"
CC du Sor et de l'Agout,248100158,CC,81,76
CC du Sud,200060473,CC,976,06
CC du Sud Avesnois,200043404,CC,59,32
CC du Sud Corse,200040764,CC,2A,94
CC du Sud Est du Pays Manceau,247200421,CC,72,52
CC du Sud Gironde,200043974,CC,33,75
CC du Sud Marnais,245100979,CC,51,44
CC du Sud Messin,200039907,CC,57,44
CC du Sud Territoire,249000241,CC,90,27
CC du Sud-Artois,200035442,CC,62,32
CC du Sud-Estuaire,244400586,CC,44,52
CC du Ternois,200069672,CC,"62,80",32
CC du Terrassonnais en Périgord Noir Thenon Hautefort,200041150,CC,24,75
CC du Territoire de Fresnes-en-Woëvre,245501176,CC,55,44
CC du Territoire de Lunéville à Baccarat,200070324,CC,54,44
CC du Territoire Nord Picardie,200070951,CC,80,32
CC du Thouarsais,247900798,CC,79,75
CC du Triangle Vert,200041861,CC,70,27
CC du Trièves,200030658,CC,38,84
CC du Val d'Amboise,200043065,CC,37,24
CC du Val d'Amour,243900420,CC,39,27
CC du Val d'Argent,246800395,CC,68,44
CC du Val d'Ay,240700716,CC,07,84
CC du Val d'Essonne (CCVE),249100546,CC,91,11
CC du Val d'Ille-Aubigné,243500667,CC,35,53
CC du Val d'Orne,246100390,CC,61,28
CC du Val de Bouzanne,200018521,CC,36,24
CC du Val de Cher,240300566,CC,03,84
CC du Val de Drôme en Biovallée,242600252,CC,26,84
CC du Val de l'Aisne,240200501,CC,02,32
CC du Val de l'Eyre,243301405,CC,33,75
CC du Val de l'Oise,200040426,CC,02,32
CC du Val de Morteau,242504116,CC,25,27
CC du Val de Sarthe,247200629,CC,72,52
CC du Val de Somme,248000499,CC,80,32
CC du Val de Sully,200070100,CC,45,24
CC du Val de Vienne,248719288,CC,87,75
CC du Val Marnaysien,200041887,CC,"25,70",27
CC du Vallespir,246600373,CC,66,76
CC du Vexin Normand,200071843,CC,27,28
CC du Vexin-Thelle,246000707,CC,60,32
CC du Vexin-Val de Seine,249500513,CC,95,11
CC du Vimeu,200070944,CC,80,32
CC du Volvestre,200066819,CC,31,76
CC du Warndt,245701164,CC,57,44
CC Écueillé-Valençay,200040558,CC,36,24
CC Éguzon - Argenton - Vallée de la Creuse,200068872,CC,36,24
CC Élan Limousin Avenir Nature,200066512,CC,87,75
CC Enclave des Papes-Pays de Grignan,200040681,CC,"26,84","84,93"
CC Entr'Allier Besbre et Loire,200071470,CC,03,84
"CC Entre Arroux,Loire et Somme",200070316,CC,71,27
CC Entre Beauce et Perche,200058360,CC,28,24
CC Entre Dore et Allier,246301097,CC,63,84
CC Entre Juine et Renarde (CCEJR),249100553,CC,91,11
CC Entre Saône et Grosne,247103765,CC,71,27
CC Estuaire et Sillon,200072734,CC,44,52
CC Falaises du Talou,247600729,CC,76,28
CC Faucigny-Glières,200000172,CC,74,84
CC Fercher Pays Florentais,241800457,CC,18,24
CC Fier et Usses,247400567,CC,74,84
CC Flandre Lys,245900758,CC,"59,62",32
"CC Forêts,Lacs,Terres en Champagne",241000223,CC,10,44
"CC Forêts,Seine et Suzon",200039063,CC,21,27
CC Fumel Vallée du Lot,200068930,CC,47,75
CC Gally Mauldre,200034130,CC,78,11
CC Gartempe - Saint-Pardoux,248719262,CC,87,75
CC Gâtinais Val de Loing,200023919,CC,77,11
CC Giennoises,244500211,CC,45,24
CC Gorges Causses Cévennes,200069151,CC,48,76
CC Grand Orb,200042646,CC,34,76
CC Grand Sud Tarn et Garonne,200066652,CC,82,76
CC Grand-Figeac,200067361,CC,"12,46",76
CC Haut Chemin-Pays de Pange,200067957,CC,57,44
CC Haut Limousin en Marche,200071942,CC,87,75
CC Haut Nivernais-Val d'Yonne,200067429,CC,"58,89",27
CC Haut Val de Sèvre,200041994,CC,79,75
CC Haut-Jura Saint-Claude,200026573,CC,39,27
CC Haut-Léon Communauté,200067072,CC,29,53
CC Haute Sarthe Alpes Mancelles,200072700,CC,72,52
CC Haute-Corrèze Communauté,200066744,CC,"19,23",75
CC Haute-Maurienne Vanoise,200070340,CC,73,84
CC Haute-Provence-Pays de Banon,200071025,CC,04,93
CC Hautes Terres Communauté,200066637,CC,15,84
CC Houve-Pays Boulageois,200067650,CC,57,44
CC Inter-Caux-Vexin,200070449,CC,76,28
CC Interco Normandie Sud Eure,200066462,CC,"27,28","24,28"
CC Intercom Bernay Terres de Normandie,200066413,CC,27,28
CC Intercom de la Vire au Noireau,200068799,CC,14,28
CC Interrégionale Aumale - Blangy-sur-Bresle,200069722,CC,"76,80","28,32"
CC Isigny-Omaha Intercom,200066801,CC,14,28
CC Isle Double Landais,200040384,CC,24,75
CC Isle et Crempse-en-Périgord,200069094,CC,24,75
CC Isle Vern Salembre en Périgord,200040095,CC,24,75
CC Isle-Loue-Auvézère en Périgord,242401024,CC,24,75
CC Jabron-Lure-Vançon-Durance,200071033,CC,"04,26","84,93"
CC Jalle-Eau-Bourde,243301165,CC,33,75
CC Jura Nord,243900560,CC,39,27
CC l'Orée de la Brie,247700644,CC,"77,91",11
CC La Clayette Chauffailles en Brionnais,200070548,CC,71,27
CC La Domitienne,243400488,CC,34,76
CC La Grandvallière,243900610,CC,39,27
CC La Rochefoucauld - Porte du Périgord,200068914,CC,16,75
CC La Septaine,241800374,CC,18,24
CC Lacs et Gorges du Verdon,200040210,CC,83,93
CC Larzac et Vallées,241200906,CC,12,76
CC Latitude Nord Gironde,243301181,CC,33,75
CC Lauragais Revel Sorezois,243100567,CC,"11,31,81",76
CC Lavalette Tude Dronne,200070282,CC,16,75
CC Le Dourdannais en Hurepoix (CCDH),249100595,CC,91,11
CC Le Dunois,241800424,CC,18,24
CC Le Gesnois Bilurien,200072684,CC,72,52
CC Le Grand Charolais,200071884,CC,"03,71","27,84"
CC Le Grésivaudan,200018166,CC,38,84
CC Le Tonnerrois en Bourgogne,200039642,CC,89,27
CC Leff Armor Communauté,200069086,CC,22,53
CC Les Avant-Monts,200071058,CC,34,76
CC Les Balcons du Dauphiné,200068542,CC,38,84
CC Les Bertranges,200068088,CC,"18,58","24,27"
CC Les Portes Briardes entre Villes et Forêts,200023125,CC,77,11
CC Les Portes de l'Ile de France,200071074,CC,78,11
CC Les Trois Provinces,241800432,CC,18,24
CC Les Vals du Dauphiné,200068567,CC,38,84
CC Les Versants d'Aime,247300817,CC,73,84
CC Lieuvin Pays d'Auge,200066017,CC,27,28
CC Liffré-Cormier Communauté,243500774,CC,35,53
CC Loches Sud Touraine,200071587,CC,37,24
CC Lodévois et Larzac,200017341,CC,34,76
CC Loir-Lucé-Bercé,200070373,CC,72,52
CC Loire et Allier,245801063,CC,58,27
CC Loire et Semène,244301131,CC,43,84
CC Loire Layon Aubance,200071553,CC,49,52
CC Lot et Tolzac,244701405,CC,47,75
CC Loudéac Communauté - Bretagne Centre,200067460,CC,22,53
CC Loué - Brûlon - Noyen,200040475,CC,72,52
CC Loue-Lison,200068070,CC,25,27
CC Lyon Saint Exupéry en Dauphiné,243800935,CC,38,84
CC Lyons Andelle,200070142,CC,27,28
CC Mâconnais - Tournugeois,200069698,CC,71,27
CC Mad et Moselle,200070738,CC,"54,57",44
CC Maine Cœur de Sarthe,200068963,CC,72,52
CC Maine Saosnois,200072676,CC,"61,72","28,52"
CC Marche et Combraille en Aquitaine,200067593,CC,23,75
CC Marche Occitane - Val d'Anglin,200035137,CC,36,24
CC Marches du Velay-Rochebaron,200073427,CC,43,84
CC Maremne Adour Côte Sud,244000865,CC,40,75
CC Maurienne Galibier,247300452,CC,73,84
CC Mayenne Communauté,200055887,CC,53,52
CC Méditerranée Porte des Maures,200027100,CC,83,93
CC Médoc Atlantique,200070720,CC,33,75
CC Médoc Cœur de Presqu'île,200069995,CC,33,75
CC Médoc Estuaire,243301447,CC,33,75
CC Médullienne,243301389,CC,33,75
CC Mellois-en-Poitou,200069755,CC,79,75
"CC Meurthe,Mortagne,Moselle",200067643,CC,54,44
CC Meuse Rognon,200069664,CC,52,44
CC Mézenc-Loire-Meygal,200073401,CC,43,84
CC Midi Corrézien,200066769,CC,19,75
CC Mirebellois et Fontenois,200072825,CC,21,27
CC Mond'Arverne Communauté,200069177,CC,63,84
CC Mont Lozère,200069128,CC,"30,48",76
CC Montfort Communauté,243500550,CC,35,53
CC Monts d'Arrée Communauté,200067197,CC,29,53
"CC Monts,Rance et Rougier",200067163,CC,12,76
CC Moret Seine et Loing,247700032,CC,77,11
CC Morvan Sommets et Grands Lacs,200067890,CC,58,27
CC Moselle et Madon,245400171,CC,54,44
CC Nebbiu - Conca d'Oro,200073120,CC,2B,94
CC Neste Barousse,200070829,CC,65,76
CC Nièvre et Somme,200071223,CC,80,32
CC Norge et Tille,200069540,CC,21,27
CC Normandie-Cabourg-Pays d'Auge,200065563,CC,14,28
CC Océan Marais de Monts,248500258,CC,85,52
CC Orée de Bercé - Belinois,247200447,CC,72,52
CC Orne Lorraine Confluences,200070845,CC,54,44
CC Osartis Marquion,200044048,CC,62,32
CC Ouche et Montagne,200039055,CC,21,27
CC Ouest Aveyron Communauté,200069383,CC,"12,46",76
CC Ouest Limousin,200066520,CC,87,75
CC Pasquale Paoli,200073138,CC,2B,94
CC Pays d'Apt-Luberon,200040624,CC,"04,84",93
CC Pays d'Évian Vallée d'Abondance,200071967,CC,74,84
CC Pays d'Opale,200072478,CC,62,32
CC Pays d'Orthe et Arrigans,200069417,CC,40,75
CC Pays d'Uzès,200034379,CC,30,76
CC Pays de Chantonnay,248500340,CC,85,52
CC Pays de Châteaugiron Communauté,243500659,CC,35,53
CC Pays de Fontenay-Vendée,200071934,CC,85,52
